model_id,training_epoch,training_loss,total_parameters,model_class,rmse,ks_statistic,ks_p_value,wasserstein_distance,distributions_similar,std_rmse,std_correlation,std_mean_absolute_error,dataset,training_type,base_model_id
B1_ADV,6,1.389858892564007,9028,AdversarialModelWrapper,0.5687504,0.4271875,2.471787598382435e-262,0.4038997031204951,False,0.4959453,0.8277798608936712,0.47812432,ou_process,adversarial,B1
B2_ADV,6,0.9570773942396045,9028,AdversarialModelWrapper,0.56632847,0.318125,1.5975948034738288e-143,0.3434708560246315,False,0.45295203,-0.934062223945348,0.42600167,ou_process,adversarial,B2
A3_ADV,82,0.01509045623242855,200,AdversarialModelWrapper,2.6098673,0.3374368686868687,3.5588675875819435e-160,1.3353358468710472,False,1.366409,0.6758202060194108,1.3011054,heston,adversarial,A3
A2_ADV,67,0.010156167686439233,200,AdversarialModelWrapper,2.1842403,0.24621212121212122,1.11310731110449e-84,1.0865205254693215,False,1.206098,0.21387827972960724,1.140434,heston,adversarial,A2
B5_ADV,7,1.385164667848585,9028,AdversarialModelWrapper,0.559436,0.3165625,4.272802080075075e-142,0.29238288993774403,False,0.3219385,0.7014032405315962,0.2988422,heston,adversarial,B5
B4_ADV,2,0.9574630632996559,9028,AdversarialModelWrapper,0.52197355,0.3809375,3.020119988053892e-207,0.3548878870827139,False,0.44514656,0.9320409736775798,0.42701378,heston,adversarial,B4
B1_ADV,6,1.389858892564007,9028,AdversarialModelWrapper,0.5082965,0.375,1.1016111341390975e-200,0.35449883634481016,False,0.44995603,0.7344364878856497,0.43090686,heston,adversarial,B1
B2_ADV,6,0.9570773942396045,9028,AdversarialModelWrapper,0.54355496,0.329375,5.05763207320067e-154,0.3013356216179636,False,0.40226528,-0.9015498366164992,0.372783,heston,adversarial,B2
A3_ADV,82,0.01509045623242855,200,AdversarialModelWrapper,2.1080434,0.27872474747474746,1.0088356507290736e-108,1.0009854188568656,False,1.4239151,0.13595132363193957,1.3880032,rbergomi,adversarial,A3
A2_ADV,67,0.010156167686439233,200,AdversarialModelWrapper,2.8295052,0.25063131313131315,9.154196706102427e-88,1.2530611115988806,False,1.7564936,0.24118401408086634,1.6738027,rbergomi,adversarial,A2
B5_ADV,7,1.385164667848585,9028,AdversarialModelWrapper,0.583549,0.4425,3.7056076615915706e-282,0.3588146559176312,False,0.3758955,0.4211641720895224,0.35922244,rbergomi,adversarial,B5
B4_ADV,2,0.9574630632996559,9028,AdversarialModelWrapper,0.524118,0.4509375,1.995156722989422e-293,0.38223914297037487,False,0.46531925,0.7932062668117231,0.4518223,rbergomi,adversarial,B4
B1_ADV,6,1.389858892564007,9028,AdversarialModelWrapper,0.50439274,0.41625,1.1597762125520413e-248,0.3746701657052836,False,0.4543066,0.6715458372760404,0.4397241,rbergomi,adversarial,B1
B2_ADV,6,0.9570773942396045,9028,AdversarialModelWrapper,0.56344986,0.38125,1.3535877141028869e-207,0.3380090592826673,False,0.41854322,-0.8875596985987739,0.3963033,rbergomi,adversarial,B2
A3_ADV,82,0.01509045623242855,200,AdversarialModelWrapper,2.1384065,0.3263888888888889,1.0892988099998852e-149,1.2452879082996684,False,1.3955436,0.3498012527040832,1.3380697,brownian,adversarial,A3
A2_ADV,67,0.010156167686439233,200,AdversarialModelWrapper,2.3422797,0.33396464646464646,7.718715507102111e-157,1.2202875823372688,False,1.634606,0.33417256044821536,1.5441993,brownian,adversarial,A2
B5_ADV,7,1.385164667848585,9028,AdversarialModelWrapper,0.4397575,0.2615625,1.3253565781829758e-96,0.19989998376402124,False,0.23496635,0.5418855446597232,0.2213596,brownian,adversarial,B5
B4_ADV,2,0.9574630632996559,9028,AdversarialModelWrapper,0.42351347,0.3525,7.566729422351786e-177,0.2653255535554717,False,0.35045522,0.7190221950796332,0.33990747,brownian,adversarial,B4
B1_ADV,6,1.389858892564007,9028,AdversarialModelWrapper,0.41822276,0.3740625,1.1686866125228828e-199,0.27087883450314165,False,0.34606656,0.7254448233052962,0.33448038,brownian,adversarial,B1
B2_ADV,6,0.9570773942396045,9028,AdversarialModelWrapper,0.42114067,0.3025,1.3727733049730593e-129,0.22613019994240402,False,0.31656274,-0.8247046582000229,0.29916665,brownian,adversarial,B2
A3_ADV,82,0.01509045623242855,200,AdversarialModelWrapper,1.8179114,0.255050505050505,6.59740433352951e-91,0.9222264084608083,False,1.38309,0.5104906092303966,1.3507749,fbm_h03,adversarial,A3
A2_ADV,67,0.010156167686439233,200,AdversarialModelWrapper,1.9885992,0.24147727272727273,1.9423971352535236e-81,0.9669867248242766,False,1.8680335,0.004968586924778953,1.7753539,fbm_h03,adversarial,A2
B5_ADV,7,1.385164667848585,9028,AdversarialModelWrapper,0.5646804,0.2734375,1.1867664855437214e-105,0.24088925336681313,False,0.35451454,0.37166341498091,0.32336167,fbm_h03,adversarial,B5
B4_ADV,2,0.9574630632996559,9028,AdversarialModelWrapper,0.49951142,0.4275,9.918534736941777e-263,0.34348613384458987,False,0.46146846,0.9280264818014355,0.43736702,fbm_h03,adversarial,B4
B1_ADV,6,1.389858892564007,9028,AdversarialModelWrapper,0.50737256,0.4059375,3.8559402044992853e-236,0.3369980902290536,False,0.44658822,0.6823176291137275,0.42337573,fbm_h03,adversarial,B1
B2_ADV,6,0.9570773942396045,9028,AdversarialModelWrapper,0.51367235,0.29375,4.1114970355148104e-122,0.2942677039278442,False,0.41038805,-0.9378001341249127,0.37562492,fbm_h03,adversarial,B2
A3_ADV,82,0.01509045623242855,200,AdversarialModelWrapper,2.2424898,0.3128156565656566,2.5440450667089266e-137,1.1732612104098614,False,1.1810966,0.6023234109136116,1.1327424,fbm_h04,adversarial,A3
A2_ADV,67,0.010156167686439233,200,AdversarialModelWrapper,2.4904056,0.23926767676767677,6.008331765699527e-80,1.2278584521961529,False,1.7049338,0.2530053207393252,1.6159936,fbm_h04,adversarial,A2
B5_ADV,7,1.385164667848585,9028,AdversarialModelWrapper,0.6650608,0.3046875,1.705918707986295e-131,0.2831417828328768,False,0.4199222,0.004403390577639852,0.3901695,fbm_h04,adversarial,B5
B4_ADV,2,0.9574630632996559,9028,AdversarialModelWrapper,0.5939388,0.4446875,4.688257003024317e-285,0.4043887467514878,False,0.52357066,0.8066054434381477,0.49966353,fbm_h04,adversarial,B4
B1_ADV,6,1.389858892564007,9028,AdversarialModelWrapper,0.5814235,0.415,3.991426562774483e-247,0.4051513234074218,False,0.50126743,0.8632823566200195,0.47746915,fbm_h04,adversarial,B1
B2_ADV,6,0.9570773942396045,9028,AdversarialModelWrapper,0.59748006,0.330625,3.2586724416273987e-155,0.36683793174090623,False,0.47822034,-0.904478799843013,0.44673333,fbm_h04,adversarial,B2
A3_ADV,82,0.015044023748487234,200,AdversarialModelWrapper,2.3329916,0.23768939393939395,6.83301731557398e-79,1.2101716657955834,False,1.2714044,0.41044254652474543,1.2329687,fbm_h06,adversarial,A3
A2_ADV,67,0.010245696624643585,200,AdversarialModelWrapper,2.1427057,0.23390151515151514,2.1829754448394374e-76,0.9514702576577104,False,1.860127,0.4663123337607322,1.8053637,fbm_h06,adversarial,A2
B5_ADV,7,1.3851646703915321,9028,AdversarialModelWrapper,0.6450102,0.2978125,1.4854324022077418e-125,0.3087560042249447,False,0.39827275,0.8469676088748367,0.37628937,fbm_h06,adversarial,B5
B4_ADV,2,0.9574631596915424,9028,AdversarialModelWrapper,0.57354873,0.4021875,1.1261070558302878e-231,0.40226394410412236,False,0.5135689,0.8575576430891138,0.4913641,fbm_h06,adversarial,B4
B1_ADV,6,1.389858912312775,9028,AdversarialModelWrapper,0.56692505,0.39125,6.458512667811223e-219,0.39637638117843155,False,0.49615747,0.6997995775686545,0.47535568,fbm_h06,adversarial,B1
B2_ADV,6,0.9570774552412331,9028,AdversarialModelWrapper,0.58003175,0.33,1.2855917093553763e-154,0.3463391649131722,False,0.48021427,-0.9260944586376262,0.4490632,fbm_h06,adversarial,B2
A3_ADV,82,0.01509045623242855,200,AdversarialModelWrapper,2.529324,0.32954545454545453,1.201376930822284e-152,1.3887687436582206,False,1.3171088,0.2934501732208931,1.2533743,fbm_h07,adversarial,A3
A2_ADV,67,0.010156167686439233,200,AdversarialModelWrapper,2.1803339,0.28345959595959597,1.7411349017727007e-112,1.0846471484390974,False,1.5735162,0.23426085236723226,1.4584444,fbm_h07,adversarial,A2
B5_ADV,7,1.385164667848585,9028,AdversarialModelWrapper,0.570769,0.389375,9.073801086969217e-217,0.30358131822962603,False,0.31715217,0.8379959198437182,0.30657956,fbm_h07,adversarial,B5
B4_ADV,2,0.9574630632996559,9028,AdversarialModelWrapper,0.49247274,0.4178125,1.367871871614331e-250,0.32383612923924376,False,0.420439,0.8421179756416065,0.4077346,fbm_h07,adversarial,B4
B1_ADV,6,1.389858892564007,9028,AdversarialModelWrapper,0.4780983,0.3896875,3.987004120516719e-217,0.32380719045327166,False,0.41339883,0.7190305951781009,0.40036854,fbm_h07,adversarial,B1
B2_ADV,6,0.9570773942396045,9028,AdversarialModelWrapper,0.5140706,0.3659375,6.888548181234392e-191,0.2859523205298501,False,0.3821774,-0.8883248011104301,0.36085576,fbm_h07,adversarial,B2
